Symbol,Company Name,Industry,Market Cap
PTLO,Portillo's Inc.,Restaurants,974147005
PTMN,Portman Ridge Finance Corporation,Asset Management,177888328
PTN,"Palatin Technologies, Inc.",Biotechnology,50415157
PTON,"Peloton Interactive, Inc.",Leisure,2112241471
PTPI,"Petros Pharmaceuticals, Inc.",Drug Manufacturers - Specialty & Generic,2839380
PTSI,"P.A.M. Transportation Services, Inc.",Trucking,483147322
PTVE,Pactiv Evergreen Inc.,Packaging & Containers,2587612000
PTWO,"Pono Capital Two, Inc.",Shell Companies,90756220
PUBM,"PubMatic, Inc.",Software - Application,764986143
PUCK,Goal Acquisitions Corp.,Shell Companies,81266736
PUK,Prudential plc,Insurance - Life,27986540750
PULM,"Pulmatrix, Inc.",Biotechnology,6647168
PUMP,ProPetro Holding Corp.,Oil & Gas Equipment & Services,852139740
PUYI,Puyi Inc.,Asset Management,348920401
PVBC,"Provident Bancorp, Inc.",Banks - Regional,185306312
PVH,PVH Corp.,Apparel Manufacturing,7136223250
PVL,Permianville Royalty Trust,Oil & Gas E&P,50490000
PW,Power REIT,REIT - Specialty,1940580
PWFL,"PowerFleet, Inc.",Communication Equipment,121684221
PWM,Prestige Wealth Inc.,Asset Management,14731500
PWOD,"Penns Woods Bancorp, Inc.",Banks - Regional,157526465
PWP,Perella Weinberg Partners,Capital Markets,1010951902
PWR,"Quanta Services, Inc.",Engineering & Construction,29559686100
PWSC,"PowerSchool Holdings, Inc.",Software - Application,4915233157
PWUP,PowerUp Acquisition Corp.,Shell Companies,98453958
PX,"P10, Inc.",Asset Management,1073663121
PXD,Pioneer Natural Resources Company,Oil & Gas E&P,50577043270
PXDT,"Pixie Dust Technologies, Inc.",Consumer Electronics,108061905
PXLW,"Pixelworks, Inc.",Semiconductors,78250016
PXMD,"PaxMedica, Inc.",Biotechnology,546563
PXS,Pyxis Tankers Inc.,Marine Shipping,49366590
PYCR,"Paycor HCM, Inc.",Software - Application,3594401360
PYPD,PolyPid Ltd.,Biotechnology,10905183
PYPL,"PayPal Holdings, Inc.",Credit Services,68720643600
PYXS,"Pyxis Oncology, Inc.",Biotechnology,112949935
PZG,Paramount Gold Nevada Corp.,Gold,21800659
PZZA,"Papa John's International, Inc.",Restaurants,2519911310
QBTS,D-Wave Quantum Inc.,Computer Hardware,88805106
QCOM,QUALCOMM Incorporated,Semiconductors,170907131300
QCRH,"QCR Holdings, Inc.",Banks - Regional,965794070
QD,Qudian Inc.,Credit Services,466815137
QDEL,QuidelOrtho Corporation,Medical Instruments & Supplies,4827651075
QDRO,Quadro Acquisition One Corp.,Shell Companies,96427724
QETA,Quetta Acquisition Corporation,Shell Companies,90722986
QFIN,Qifu Technology Inc.,Credit Services,2257978967
QFTA,Quantum FinTech Acquisition Corporation,Shell Companies,79947088
QGEN,Qiagen N.V.,Diagnostics & Research,10225089400
QH,Quhuo Limited,Software - Application,6757164
QIPT,Quipt Home Medical Corp.,Medical Devices,195776625
QLGN,"Qualigen Therapeutics, Inc.",Biotechnology,2554263
QLI,Qilian International Holding Group Limited,Drug Manufacturers - Specialty & Generic,20009275
QLYS,"Qualys, Inc.",Software - Infrastructure,7282057580
QMCO,Quantum Corporation,Computer Hardware,32418349
QNCX,"Quince Therapeutics, Inc.",Biotechnology,55729570
QNRX,"Quoin Pharmaceuticals, Ltd.",Biotechnology,3830907
QNST,"QuinStreet, Inc.",Advertising Agencies,637482720
QOMO,Qomolangma Acquisition Corp.,Shell Companies,38675196
QRHC,Quest Resource Holding Corporation,Waste Management,142826488
QRTEA,"Qurate Retail, Inc.",Internet Retail,365411512
QRTEB,"Qurate Retail, Inc.",Internet Retail,364619280
QRVO,"Qorvo, Inc.",Semiconductors,10386796860
QS,QuantumScape Corporation,Auto Parts,3387763566
QSG,QuantaSing Group Ltd,Education & Training Services,138015378
QSI,Quantum-Si incorporated,Biotechnology,248024065
QSR,Restaurant Brands International Inc.,Restaurants,34217140946
QTRX,Quanterix Corporation,Medical Devices,863273754
QTWO,"Q2 Holdings, Inc.",Software - Application,2623916250
QUAD,"Quad/Graphics, Inc.",Specialty Business Services,273986669
QUBT,"Quantum Computing, Inc.",Computer Hardware,67737765
QUIK,QuickLogic Corporation,Semiconductors,204617571
QURE,uniQure N.V.,Biotechnology,272525550
R,"Ryder System, Inc.",Rental & Leasing Services,5096166556
RACE,Ferrari N.V.,Auto Manufacturers,83141105047
RACY,Relativity Acquisition Corp.,Shell Companies,54041750
RAIL,"FreightCar America, Inc.",Railroads,45295602
RAIN,Rain Therapeutics Inc.,Biotechnology,55571936
RAMP,"LiveRamp Holdings, Inc.",Software - Infrastructure,2717524868
RAND,Rand Capital Corporation,Asset Management,33888793
RANI,"Rani Therapeutics Holdings, Inc.",Biotechnology,171986460
RAPT,"RAPT Therapeutics, Inc.",Biotechnology,845114634
RARE,Ultragenyx Pharmaceutical Inc.,Biotechnology,3664765672
RAVE,"RAVE Restaurant Group, Inc.",Restaurants,29756664
RAYA,Erayak Power Solution Group Inc.,Electrical Equipment & Parts,9932400
RBA,RB Global Inc,Specialty Business Services,11658372020
RBB,RBB Bancorp,Banks - Regional,343435024
RBBN,Ribbon Communications Inc.,Telecom Services,525496860
RBC,RBC Bearings Incorporated,Tools & Accessories,8081558100
RBCAA,"Republic Bancorp, Inc.",Banks - Regional,890374918
RBKB,"Rhinebeck Bancorp, Inc.",Banks - Regional,92566936
RBLX,Roblox Corporation,Electronic Gaming & Multimedia,25248862992
RBOT,Vicarious Surgical Inc.,Medical Devices,80589054
RBT,"Rubicon Technologies, Inc.",Software - Application,52432943
RC,Ready Capital Corporation,REIT - Mortgage,1698873750
RCAC,Revelstone Capital Acquisition Corp.,Shell Companies,82258242
RCAT,"Red Cat Holdings, Inc.",Computer Hardware,55807435
RCEL,"AVITA Medical, Inc.",Medical Devices,376121506
RCFA,RCF Acquisition Corp.,Shell Companies,206033452
RCI,Rogers Communications Inc.,Telecom Services,25018710604
RCKT,"Rocket Pharmaceuticals, Inc.",Biotechnology,2528957145
RCKY,"Rocky Brands, Inc.",Footwear & Accessories,209087702
RCL,Royal Caribbean Cruises Ltd.,Travel Services,32475223900
RCM,R1 RCM Inc.,Health Information Services,4427892480
RCMT,"RCM Technologies, Inc.",Conglomerates,241942527
RCON,"Recon Technology, Ltd.",Oil & Gas Equipment & Services,10473445
RCRT,"Recruiter.com Group, Inc.",Staffing & Employment Services,2423291
RCUS,"Arcus Biosciences, Inc.",Biotechnology,1131068116
RDCM,RADCOM Ltd.,Telecom Services,126036465
RDFN,Redfin Corporation,Real Estate Services,1003757820
RDHL,RedHill Biopharma Ltd.,Drug Manufacturers - Specialty & Generic,18395782
RDI,"Reading International, Inc.",Entertainment,64711703
RDIB,"Reading International, Inc.",Entertainment,61605126
RDN,Radian Group Inc.,Insurance - Specialty,4490651200
RDNT,"RadNet, Inc.",Diagnostics & Research,2590182805
RDUS,Schnitzer Steel Industries Inc.,Drug Manufacturers - Specialty & Generic,725060060
RDVT,"Red Violet, Inc.",Software - Application,259691022
RDW,Redwire Corporation,Aerospace & Defense,189863414
RDWR,Radware Ltd.,Software - Infrastructure,805930996
RDY,Dr. Reddy's Laboratories Limited,Drug Manufacturers - Specialty & Generic,11212505529
RDZN,"Roadzen, Inc.",Software - Application,244333656
REAL,"The RealReal, Inc.",Luxury Goods,196370700
REAX,The Real Brokerage Inc.,Real Estate Services,466200000
REBN,"Reborn Coffee, Inc.",Restaurants,4310389
REE,REE Automotive Ltd.,Recreational Vehicles,42813726
REFI,"Chicago Atlantic Real Estate Finance, Inc.",REIT - Mortgage,292552258
REFR,Research Frontiers Incorporated,Electronic Components,33174207
REG,Regency Centers Corporation,REIT - Retail,11623065570
REGN,"Regeneron Pharmaceuticals, Inc.",Biotechnology,101004435070
REI,"Ring Energy, Inc.",Oil & Gas E&P,260187900
REKR,"Rekor Systems, Inc.",Software - Infrastructure,251003973
RELI,"Reliance Global Group, Inc.",Insurance Brokers,2198444
RELL,"Richardson Electronics, Ltd.",Electronic Components,143531870
RELX,RELX PLC,Publishing,78072703556
RELY,"Remitly Global, Inc.",Software - Infrastructure,3054621273
RENB,Renovaro Biosciences Inc.,Biotechnology,324020143
RENE,Cartesian Growth Corporation II,Shell Companies,316825000
RENT,"Rent the Runway, Inc.",Apparel Retail,42188979
REPL,"Replimune Group, Inc.",Biotechnology,463615505
REPX,"Riley Exploration Permian, Inc.",Oil & Gas E&P,462244906
RERE,ATRenew Inc.,Internet Retail,280455858
RES,"RPC, Inc.",Oil & Gas Equipment & Services,1437916200
RETO,"ReTo Eco-Solutions, Inc.",Building Materials,13826241
REVB,"Revelation Biosciences, Inc.",Biotechnology,2644866
REVG,"REV Group, Inc.",Farm & Heavy Construction Machinery,1055037834
REX,REX American Resources Corporation,Specialty Chemicals,774363688
REXR,"Rexford Industrial Realty, Inc.",REIT - Industrial,11707439176
REYN,Reynolds Consumer Products Inc.,Packaging & Containers,5733245700
REZI,"Resideo Technologies, Inc.",Security & Protection Services,2550696480
RF,Regions Financial Corporation,Banks - Regional,17736339550
RFAC,RF Acquisition Corp.,Shell Companies,77504861
RFIL,"RF Industries, Ltd.",Electrical Equipment & Parts,30972599
RFL,"Rafael Holdings, Inc.",Real Estate Services,43866877
RGA,"Reinsurance Group of America, Incorporated",Insurance - Reinsurance,9254964796
RGC,Regencell Bioscience Holdings Limited,Drug Manufacturers - Specialty & Generic,117123908
RGCO,"RGC Resources, Inc.",Utilities - Regulated Gas,190905154
RGEN,Repligen Corporation,Medical Instruments & Supplies,10285371040
RGF,"The Real Good Food Company, Inc.",Packaged Foods,40890717
RGLD,"Royal Gold, Inc.",Gold,7673482520
RGLS,Regulus Therapeutics Inc.,Biotechnology,23559446
RGNX,REGENXBIO Inc.,Biotechnology,624686400
RGP,"Resources Connection, Inc.",Consulting Services,453365946
RGR,"Sturm, Ruger & Company, Inc.",Aerospace & Defense,782457205
RGS,Regis Corporation,Personal Services,22789600
RGTI,"Rigetti Computing, Inc.",Computer Hardware,161311700
RH,RH,Specialty Retail,4852554996
RHE,"Regional Health Properties, Inc.",Medical Care Facilities,4141913
RHI,Robert Half International Inc.,Staffing & Employment Services,8689743700
RHP,"Ryman Hospitality Properties, Inc.",REIT - Hotel & Motel,6737507140
RICK,"RCI Hospitality Holdings, Inc.",Restaurants,587788532
RIG,Transocean Ltd.,Oil & Gas Drilling,4384948020
RIGL,"Rigel Pharmaceuticals, Inc.",Biotechnology,224936010
RILY,"B. Riley Financial, Inc.",Financial Conglomerates,601871472
RIO,Rio Tinto Group,Other Industrial Metals & Mining,114278376720
RIOT,"Riot Blockchain, Inc.",Software - Application,2189059000
RITM,Rithm Capital Corp.,REIT - Mortgage,5267032600
RIVN,"Rivian Automotive, Inc.",Auto Manufacturers,15196440000
RJF,"Raymond James Financial, Inc.",Capital Markets,23821604400
RKDA,"Arcadia Biosciences, Inc.",Agricultural Inputs,2820256
RKLB,"Rocket Lab USA, Inc.",Aerospace & Defense,2453729350
RKT,"Rocket Companies, Inc.",Mortgage Finance,24758636133
RL,Ralph Lauren Corporation,Apparel Manufacturing,9139574986
RLAY,"Relay Therapeutics, Inc.",Biotechnology,1302661640
RLGT,"Radiant Logistics, Inc.",Integrated Freight & Logistics,304659421
RLI,RLI Corp.,Insurance - Property & Casualty,6657260478
RLJ,RLJ Lodging Trust,REIT - Hotel & Motel,1851426720
RLMD,"Relmada Therapeutics, Inc.",Biotechnology,108658112
RLX,RLX Technology Inc.,Tobacco,2324133192
RLYB,Rallybio Corporation,Biotechnology,55178802
RM,Regional Management Corp.,Credit Services,255506545
RMAX,"RE/MAX Holdings, Inc.",Real Estate Services,337226340
RMBI,"Richmond Mutual Bancorporation, Inc.",Banks - Regional,123354359
RMBL,"RumbleON, Inc.",Auto & Truck Dealerships,259462632
RMBS,Rambus Inc.,Semiconductors,7954590910
RMCF,"Rocky Mountain Chocolate Factory, Inc.",Confectioners,27976602
RMCO,Royalty Management Holding Corporation,Asset Management,23500000
RMD,ResMed Inc.,Medical Instruments & Supplies,26008807440
RMGC,RMG Acquisition Corp. III,Shell Companies,133521639
RMNI,"Rimini Street, Inc.",Software - Application,298559260
RMR,The RMR Group Inc.,Real Estate Services,813988538
RMTI,"Rockwell Medical, Inc.",Drug Manufacturers - Specialty & Generic,41025168
RNA,"Avidity Biosciences, Inc.",Biotechnology,768430481
RNAC,"Cartesian Therapeutics, Inc.",Biotechnology,121057373
RNAZ,"TransCode Therapeutics, Inc.",Biotechnology,527056
RNG,"RingCentral, Inc.",Software - Application,3313021312
RNGR,"Ranger Energy Services, Inc.",Oil & Gas Equipment & Services,239732714
RNLX,Renalytix Plc,Health Information Services,16502044
RNR,RenaissanceRe Holdings Ltd.,Insurance - Reinsurance,10699041760
RNST,Renasant Corporation,Banks - Regional,1850985255
RNW,ReNew Energy Global Plc,Utilities - Renewable,2480700346
RNXT,"RenovoRx, Inc.",Biotechnology,12083768
ROAD,"Construction Partners, Inc.",Engineering & Construction,2275473389
ROCK,"Gibraltar Industries, Inc.",Building Products & Equipment,2514655368
ROCL,Roth Ch Acquisition V Co.,Shell Companies,65725932
ROG,Rogers Corporation,Electronic Components,2195071515
ROI,"RiskOn International, Inc.",Internet Content & Information,505201
ROIC,Retail Opportunity Investments Corp.,REIT - Retail,1777888220
ROIV,Roivant Sciences Ltd.,Biotechnology,8320582350
ROK,"Rockwell Automation, Inc.",Specialty Industrial Machinery,35020842480
ROKU,"Roku, Inc.",Entertainment,12605181829
ROL,"Rollins, Inc.",Personal Services,21336395040
ROMA,Roma Green Finance Limited,Consulting Services,3487959
ROOT,"Root, Inc.",Insurance - Property & Casualty,133152000
ROP,"Roper Technologies, Inc.",Specialty Industrial Machinery,58742486020
ROSS,Ross Acquisition Corp II,Shell Companies,150053745
ROST,"Ross Stores, Inc.",Apparel Retail,46537341180
ROVR,"Rover Group, Inc.",Personal Services,1986931910
RPAY,Repay Holdings Corporation,Software - Infrastructure,780037148
RPD,"Rapid7, Inc.",Software - Infrastructure,3373440300
RPHM,"Reneo Pharmaceuticals, Inc.",Biotechnology,53132319
RPID,"Rapid Micro Biosystems, Inc.",Medical Devices,40844204
RPM,RPM International Inc.,Specialty Chemicals,13911732400
RPRX,Royalty Pharma plc,Biotechnology,17587058766
RPTX,Repare Therapeutics Inc.,Biotechnology,265837776
RR,Richtech Robotics Inc.,Specialty Industrial Machinery,639374560
RRAC,Rigel Resource Acquisition Corp.,Shell Companies,355335966
RRBI,"Red River Bancshares, Inc.",Banks - Regional,389038054
RRC,Range Resources Corporation,Oil & Gas E&P,7091953950
RRGB,"Red Robin Gourmet Burgers, Inc.",Restaurants,169660800
RRR,"Red Rock Resorts, Inc.",Resorts & Casinos,5614844998
RRX,Regal Rexnord Corporation,Specialty Industrial Machinery,9317446242
RS,Reliance Steel & Aluminum Co.,Steel,16285613944
RSG,"Republic Services, Inc.",Waste Management,53120164710
RSI,"Rush Street Interactive, Inc.",Gambling,1120214814
RSKD,Riskified Ltd.,Software - Application,710963875
RSLS,ReShape Lifesciences Inc.,Medical Devices,4139444
RSSS,"Research Solutions, Inc.",Software - Application,86115744
RSVR,"Reservoir Media, Inc.",Entertainment,460156680
RTC,Baijiayun Group Ltd,Software - Application,234431016
RTO,Rentokil Initial plc,Specialty Business Services,13302644160
RTX,RTX Corp,Aerospace & Defense,122250258000
RUM,Rumble Inc.,Software - Application,1887167167
RUN,Sunrun Inc.,Solar,3000193830
RUSHA,"Rush Enterprises, Inc.",Auto & Truck Dealerships,3646529090
RUSHB,"Rush Enterprises, Inc.",Auto & Truck Dealerships,3634204765
RVLV,"Revolve Group, Inc.",Internet Retail,1081585897
RVMD,"Revolution Medicines, Inc.",Biotechnology,4510969380
RVNC,"Revance Therapeutics, Inc.",Biotechnology,529515405
RVP,"Retractable Technologies, Inc.",Medical Instruments & Supplies,36523384
RVPH,"Reviva Pharmaceuticals Holdings, Inc.",Biotechnology,108882540
RVSB,"Riverview Bancorp, Inc.",Banks - Regional,123499350
RVSN,Rail Vision Ltd.,Railroads,6746126
RVTY,"Revvity, Inc.",Diagnostics & Research,13168760970
RVYL,Ryvyl Inc.,Software - Infrastructure,23586863
RWAY,Runway Growth Finance Corp.,Credit Services,532696887
RWLK,ReWalk Robotics Ltd.,Medical Devices,58746076
RWOD,Redwoods Acquisition Corp.,Shell Companies,94177655
RWT,"Redwood Trust, Inc.",REIT - Mortgage,832824720
RXO,"RXO, Inc.",Trucking,2681685840
RXRX,"Recursion Pharmaceuticals, Inc.",Biotechnology,2262462151
RXST,"RxSight, Inc.",Medical Devices,1699839840
RXT,"Rackspace Technology, Inc.",Software - Infrastructure,411173300
RY,Royal Bank of Canada,Banks - Diversified,138764511500
RYAAY,Ryanair Holdings plc,Airlines,22304579724
RYAM,Rayonier Advanced Materials Inc.,Chemicals,275095714
RYAN,"Ryan Specialty Holdings, Inc.",Insurance - Specialty,11600108736
RYI,Ryerson Holding Corporation,Metal Fabrication,1145080263
RYN,Rayonier Inc.,REIT - Specialty,4684575617
RYTM,"Rhythm Pharmaceuticals, Inc.",Biotechnology,2464915015
RYZB,"RayzeBio, Inc.",Biotechnology,3712614504
RZLT,"Rezolute, Inc.",Biotechnology,38832794
S,"SentinelOne, Inc.",Software - Infrastructure,7852160045
SA,Seabridge Gold Inc.,Gold,867633574
SABR,Sabre Corporation,Travel Services,1654537160
SABS,"SAB Biotherapeutics, Inc.",Biotechnology,53601085
SACH,Sachem Capital Corp.,REIT - Mortgage,170086500
SAFE,Safehold Inc.,REIT - Diversified,1440515610
SAFT,"Safety Insurance Group, Inc.",Insurance - Property & Casualty,1191339626
SAGA,Sagaliam Acquisition Corp.,Shell Companies,539338625
SAGE,"Sage Therapeutics, Inc.",Biotechnology,1577064283
SAH,"Sonic Automotive, Inc.",Auto & Truck Dealerships,1783793414
SAI,SAI.TECH Global Corporation,Capital Markets,20898992
SAIA,"Saia, Inc.",Trucking,12448575789
SAIC,Science Applications International Corporation,Information Technology Services,6824352500
SAM,"The Boston Beer Company, Inc.",Beverages - Brewers,4371832799
SAMG,Silvercrest Asset Management Group Inc.,Asset Management,238024260
SAN,"Banco Santander, S.A.",Banks - Diversified,64080452119
SANA,"Sana Biotechnology, Inc.",Biotechnology,1062546870
SAND,Sandstorm Gold Ltd.,Gold,1412788140
SANG,Sangoma Technologies Corporation,Software - Infrastructure,94077204
SANM,Sanmina Corporation,Electronic Components,2939144690
SANW,S&W Seed Company,Farm Products,24962736
SAP,SAP SE,Software - Application,190906737000
SAR,Saratoga Investment Corp.,Asset Management,318399620
SASI,"Sigma Labs, Inc.",Information Technology Services,2848544
SASR,"Sandy Spring Bancorp, Inc.",Banks - Regional,1193314416
SATL,Satellogic Inc.,Scientific & Technical Instruments,115663367
SATS,EchoStar Corporation,Communication Equipment,3954473627
SATX,Satixfy Communications Ltd.,Communication Equipment,30568220
SAVA,"Cassava Sciences, Inc.",Biotechnology,1110830470
SAVE,"Spirit Airlines, Inc.",Airlines,871160640
SB,"Safe Bulkers, Inc.",Marine Shipping,447499960
SBAC,SBA Communications Corporation,REIT - Specialty,25222901730
SBCF,Seacoast Banking Corporation of Florida,Banks - Regional,2299898907
SBET,SharpLink Gaming Ltd.,Gambling,5183351
SBEV,"Splash Beverage Group, Inc.",Beverages - Brewers,21492631
SBFG,"SB Financial Group, Inc.",Banks - Regional,103457203
SBFM,"Sunshine Biopharma, Inc.",Drug Manufacturers - Specialty & Generic,5890602
SBGI,"Sinclair Broadcast Group, Inc.",Entertainment,1025760822
SBH,"Sally Beauty Holdings, Inc.",Specialty Retail,1302618400
SBLK,Star Bulk Carriers Corp.,Marine Shipping,1979545362
SBOW,"SilverBow Resources, Inc.",Oil & Gas E&P,664729744
SBR,Sabine Royalty Trust,Oil & Gas E&P,914851075
SBRA,"Sabra Health Care REIT, Inc.",REIT - Healthcare Facilities,3172338400
SBS,Companhia de Saneamento Básico do Estado de São Paulo - SABESP,Utilities - Regulated Water,10396187100
SBSI,"Southside Bancshares, Inc.",Banks - Regional,958742050
SBSW,Sibanye Stillwater Limited,Gold,3149009125
SBT,"Sterling Bancorp, Inc. (Southfield, MI)",Banks - Regional,283795670
SBUX,Starbucks Corporation,Restaurants,105375715400
SBXC,SilverBox Corp III,Shell Companies,214658990
SCCO,Southern Copper Corporation,Copper,62173586620
SCHL,Scholastic Corporation,Publishing,1185867346
SCHW,The Charles Schwab Corporation,Capital Markets,112780993500
SCI,Service Corporation International,Personal Services,10332754950
SCKT,"Socket Mobile, Inc.",Computer Hardware,8201894
SCL,Stepan Company,Specialty Chemicals,2079497178
SCLX,Scilex Holding Company,Drug Manufacturers - General,244754300
SCM,Stellus Capital Investment Corporation,Asset Management,319422944
SCNI,Scinai Immunotherapeutics Ltd.,Biotechnology,2437081
SCOR,"comScore, Inc.",Internet Content & Information,85545328
SCPH,scPharmaceuticals Inc.,Biotechnology,197949960
SCRM,Screaming Eagle Acquisition Corp.,Shell Companies,993750032
SCS,Steelcase Inc.,Business Equipment & Supplies,1468891371
SCSC,"ScanSource, Inc.",Electronics & Computer Distribution,995935180
SCTL,"Societal CDMO, Inc.",Drug Manufacturers - Specialty & Generic,36256648
SCVL,"Shoe Carnival, Inc.",Apparel Retail,704878968
SCWO,"374Water, Inc.",Pollution & Treatment Controls,165833750
SCWX,SecureWorks Corp.,Software - Infrastructure,668190167
SCX,The L.S. Starrett Company,Tools & Accessories,93941437
SCYX,"SCYNEXIS, Inc.",Drug Manufacturers - Specialty & Generic,68462352
SD,"SandRidge Energy, Inc.",Oil & Gas E&P,519278200
SDA,SunCar Technology Group Inc.,Auto & Truck Dealerships,732153049
SDGR,"Schrödinger, Inc.",Health Information Services,1972977269
SDHC,Smith Douglas Homes Corp.,Residential Construction,1255896180
SDIG,"Stronghold Digital Mining, Inc.",Capital Markets,75917608
SDOT,Sadot Group Inc.,Farm Products,17676904
SDPI,"Superior Drilling Products, Inc.",Oil & Gas Equipment & Services,22246358
SDRL,Seadrill Limited,Oil & Gas Drilling,3394404189
SE,Sea Limited,Internet Retail,20980791835
SEAS,"SeaWorld Entertainment, Inc.",Leisure,3183771760
SEAT,Vivid Seats Inc.,Internet Content & Information,1275311911
SEB,Seaboard Corporation,Conglomerates,3575133194
SECO,Secoo Holding Limited,Internet Retail,3440779
SEDA,SDCL EDGE Acquisition Corporation,Shell Companies,196854127
SEDG,"SolarEdge Technologies, Inc.",Solar,4081884720
SEE,Sealed Air Corporation,Packaging & Containers,5162142640
SEED,Origin Agritech Limited,Agricultural Inputs,9570011
SEEL,"Seelos Therapeutics, Inc.",Biotechnology,12537075
SEER,"Seer, Inc.",Biotechnology,104673348
SEIC,SEI Investments Company,Asset Management,8476898960
SELF,"Global Self Storage, Inc.",REIT - Industrial,50143500
SEM,Select Medical Holdings Corporation,Medical Care Facilities,3422031660
SEMR,"Semrush Holdings, Inc.",Software - Application,1737390938
SENEA,Seneca Foods Corporation,Packaged Foods,388083861
SENEB,Seneca Foods Corporation,Packaged Foods,375937055
SENS,"Senseonics Holdings, Inc.",Medical Devices,290554549
SEPA,SEP Acquisition Corp.,Shell Companies,61382164
SERA,"Sera Prognostics, Inc.",Diagnostics & Research,182065135
SES,SES AI Corporation,Auto Parts,499455707
SEVN,Seven Hills Realty Trust,REIT - Mortgage,197435962
SEZL,Sezzle Inc.,Credit Services,209452102
SF,Stifel Financial Corp.,Capital Markets,7191737960
SFBC,"Sound Financial Bancorp, Inc.",Banks - Regional,101463788
SFBS,"ServisFirst Bancshares, Inc.",Banks - Regional,3606876352
SFE,"Safeguard Scientifics, Inc.",Asset Management,11304559
SFIX,"Stitch Fix, Inc.",Apparel Retail,403186977
SFL,SFL Corporation Ltd.,Marine Shipping,1667474710
SFM,"Sprouts Farmers Market, Inc.",Grocery Stores,5252734920
SFNC,Simmons First National Corporation,Banks - Regional,2445802260
SFST,"Southern First Bancshares, Inc.",Banks - Regional,309066934
SFWL,Shengfeng Development Limited,Integrated Freight & Logistics,152719996
SG,"Sweetgreen, Inc.",Restaurants,1165513530
SGA,"Saga Communications, Inc.",Broadcasting,144882720
SGBX,Safe & Green Holdings Corp,Metal Fabrication,6962335
SGC,"Superior Group of Companies, Inc.",Apparel Manufacturing,229430620
SGD,Safe and Green Development Corporation,Real Estate - Development,7864200
SGE,"Strong Global Entertainment, Inc.",Computer Hardware,12446987
SGH,"SMART Global Holdings, Inc.",Semiconductors,1172396862
SGHC,Super Group (SGHC) Limited,Gambling,1555357440
SGHT,"Sight Sciences, Inc.",Medical Devices,287136911
SGLY,Singularity Future Technology Ltd.,Integrated Freight & Logistics,9633525
SGMA,"SigmaTron International, Inc.",Electronic Components,19501728
SGML,Sigma Lithium Corporation,Other Industrial Metals & Mining,2585295000
SGMO,"Sangamo Therapeutics, Inc.",Biotechnology,80639685
SGMT,Sagimet Biosciences Inc.,Biotechnology,421742496
SGN,"Signing Day Sports, Inc.",Software - Application,11585239
SGRP,"SPAR Group, Inc.",Specialty Business Services,23473410
SGRY,"Surgery Partners, Inc.",Medical Care Facilities,4334709390
SGU,"Star Group, L.P.",Oil & Gas Refining & Marketing,421376128
SHAK,Shake Shack Inc.,Restaurants,2905327046
SHAP,Spree Acquisition Corp. 1 Limited,Shell Companies,84824224
SHBI,"Shore Bancshares, Inc.",Banks - Regional,446804023
SHC,Sotera Health Company,Diagnostics & Research,4301522060
SHCO,Soho House & Co Inc.,Lodging,1244208345
SHCR,"Sharecare, Inc.",Health Information Services,355948240
SHEL,Shell plc,Oil & Gas Integrated,198229012100
SHEN,Shenandoah Telecommunications Company,Telecom Services,1034946055
SHFS,"SHF Holdings, Inc.",Banks - Regional,66501145
SHG,"Shinhan Financial Group Co., Ltd.",Banks - Regional,14331436512
SHIM,Shimmick Corporation,Engineering & Construction,163160960
SHIP,Seanergy Maritime Holdings Corp.,Marine Shipping,154637268
SHLS,"Shoals Technologies Group, Inc.",Solar,2357067800
SHLT,SHL Telemedicine Ltd.,Health Information Services,120338005
SHO,"Sunstone Hotel Investors, Inc.",REIT - Hotel & Motel,2206468560
SHOO,"Steven Madden, Ltd.",Footwear & Accessories,3167118090
SHOP,Shopify Inc.,Software - Application,103117495570
SHOT,Safety Shot Inc,Drug Manufacturers - Specialty & Generic,93614398
SHPH,"Shuttle Pharmaceuticals Holdings, Inc.",Drug Manufacturers - Specialty & Generic,6465246
SHPW,"Shapeways Holdings, Inc.",Specialty Industrial Machinery,13685048
SHW,The Sherwin-Williams Company,Specialty Chemicals,78704425680
SHYF,"The Shyft Group, Inc.",Farm & Heavy Construction Machinery,384731556
SIBN,"SI-BONE, Inc.",Medical Devices,782074310
SID,Companhia Siderúrgica Nacional,Steel,4535227800
SIDU,"Sidus Space, Inc.",Aerospace & Defense,7079566
SIEB,Siebert Financial Corp.,Capital Markets,70454002
SIEN,"Sientra, Inc.",Medical Devices,7067001
SIF,"SIFCO Industries, Inc.",Aerospace & Defense,18435409
SIFY,Sify Technologies Limited,Telecom Services,292536590
SIG,Signet Jewelers Limited,Luxury Goods,4503524026
SIGA,"SIGA Technologies, Inc.",Drug Manufacturers - Specialty & Generic,363278076
SIGI,"Selective Insurance Group, Inc.",Insurance - Property & Casualty,6441163435
SII,Sprott Inc.,Asset Management,914440449
SILC,Silicom Ltd.,Communication Equipment,119721459
SILK,"Silk Road Medical, Inc",Medical Devices,583014135
SILO,"Silo Pharma, Inc.",Biotechnology,4352320
SILV,SilverCrest Metals Inc.,Other Precious Metals & Mining,871931840
SIM,"Grupo Simec, SAB de CV",Steel,5242356581
SIMO,Silicon Motion Technology Corporation,Semiconductors,2168800293
SINT,"Sintx Technologies, Inc.",Medical Devices,1320526
SIRI,Sirius XM Holdings Inc.,Entertainment,20807054800
